Date,Open,High,Low,Close,Adj Close,Volume,Company,Year,Month,Day,Daily Return,Ticker_AAPL,Ticker_AMZN,Ticker_GOOGL,Ticker_JNJ,Ticker_JPM,Ticker_MSFT,Ticker_TSLA,Ticker_XOM
2020-01-02,0.10430817926134574,0.10562510193225198,0.10819865286740586,0.10610329628889976,0.10790733613966642,0.2007719223555344,Apple,2020,1,2,0.0,True,False,False,False,False,False,False,False
2020-01-03,0.10482675896303643,0.10561371779821548,0.10894626597006653,0.10444063813818293,0.1063025569107376,0.2170943557505852,Apple,2020,1,3,-0.009721717384058026,True,False,False,False,False,False,False,False
2020-01-06,0.10291201919456185,0.10526115672034066,0.10680614813810117,0.10579011539103526,0.10760505104702979,0.1750393706595739,Apple,2020,1,6,0.007967943010548373,True,False,False,False,False,False,False,False
2020-01-07,0.10635969857822226,0.10579569040417112,0.10950555636669661,0.10498727547297855,0.10683017331613943,0.16071493896174063,Apple,2020,1,7,-0.004702804251161319,True,False,False,False,False,False,False,False
2020-01-08,0.10483246318323679,0.10780872114213129,0.10932292879845128,0.10772039264001605,0.10946822078048087,0.19565166664985606,Apple,2020,1,8,0.016086203072072536,True,False,False,False,False,False,False,False
2020-01-09,0.11057669987957573,0.11121493734439876,0.11448204439527969,0.11138733555477805,0.11300766262121874,0.25290182197220773,Apple,2020,1,9,0.02124101021972047,True,False,False,False,False,False,False,False
2020-01-10,0.11249145703896556,0.11248872823222551,0.1156519685102247,0.11178590572923948,0.11339232783257243,0.20854654559627447,Apple,2020,1,10,0.002260450763880817,True,False,False,False,False,False,False,False
2020-01-13,0.11308412203959993,0.11499079082559581,0.11730698948367989,0.11556103619713383,0.11703616621142017,0.17977363507896035,Apple,2020,1,13,0.02136439766916154,True,False,False,False,False,False,False,False
2020-01-14,0.1159676401327125,0.11527511651470294,0.1178891126804215,0.11312400122055925,0.11468390016583772,0.24062657646353397,Apple,2020,1,14,-0.013503217772867893,True,False,False,False,False,False,False,False
2020-01-15,0.11320378892740078,0.1140980039968723,0.11639386905877662,0.11236100615623408,0.11394743884021442,0.18036315999203328,Apple,2020,1,15,-0.004285535573283927,True,False,False,False,False,False,False,False
2020-01-16,0.11419534935100974,0.11421174121406029,0.11784344708019841,0.11458166602654395,0.11609089452824321,0.1606505067189431,Apple,2020,1,16,0.012526647391534862,True,False,False,False,False,False,False,False
2020-01-17,0.11572258474599521,0.11594042890905047,0.11950418060776237,0.11656888683665785,0.11800900162217288,0.20428859803719515,Apple,2020,1,17,0.011070996996179305,True,False,False,False,False,False,False,False
2020-01-21,0.11624686866788624,0.11609965060079595,0.12007487869628646,0.11533897889847043,0.11682184310835135,0.16368243515338862,Apple,2020,1,21,-0.006777053907253361,True,False,False,False,False,False,False,False
2020-01-22,0.11703897268455028,0.11665124313181831,0.12082249179894715,0.11598240464813069,0.11744289968616838,0.150117340447777,Apple,2020,1,22,0.0035695761423826244,True,False,False,False,False,False,False,False
2020-01-23,0.1166628767514619,0.11640672720411326,0.11987513088203831,0.11685358726558821,0.11828377483123546,0.15409106353395496,Apple,2020,1,23,0.004815811872760811,True,False,False,False,False,False,False,False
2020-01-24,0.11799065573950247,0.11855053665259048,0.12094233352096663,0.11632973083059288,0.11777814028255863,0.2174177213055598,Apple,2020,1,24,-0.0028819621809812457,True,False,False,False,False,False,False,False
2020-01-27,0.11218372479370527,0.11197692810874237,0.11372871873851025,0.11100014714184918,0.11263390193155802,0.2406048983257703,Apple,2020,1,27,-0.029405329283757053,True,False,False,False,False,False,False,False
2020-01-28,0.11363118806046192,0.11574708952292113,0.11790052037231553,0.11597670507899684,0.11743740422198713,0.24104749363844508,Apple,2020,1,28,0.028289486473137337,True,False,False,False,False,False,False,False
2020-01-29,0.12038409784101091,0.12112085198859131,0.12314523719915786,0.11976321730842375,0.12109221624786347,0.32233328420625723,Apple,2020,1,29,0.020932288492224727,True,False,False,False,False,False,False,False
2020-01-30,0.1181559216070757,0.11898271725326946,0.12164429843972772,0.11949559821015977,0.12083391215001076,0.18761871226743235,Apple,2020,1,30,-0.001449058848541629,True,False,False,False,False,False,False,False
2020-01-31,0.11837816011299156,0.11818091672752377,0.11567480131033624,0.1113190102321124,0.112941665207042,0.2972817873383718,Apple,2020,1,31,-0.04433892581221166,True,False,False,False,False,False,False,False
2020-02-03,0.10890129388670287,0.11295500917342545,0.11221065973307733,0.11083501602758374,0.11247451618896782,0.25844179051181027,Apple,2020,2,3,-0.00274622455079232,True,False,False,False,False,False,False,False
2020-02-04,0.11517551872513322,0.11645222903253362,0.11872232701309611,0.1166372121593235,0.11807489534834618,0.20248208655688998,Apple,2020,2,4,0.03301355908030512,True,False,False,False,False,False,False,False
2020-02-05,0.11985410969891953,0.1193637213123727,0.12175844502396195,0.11811765786510849,0.1195038715674767,0.17570115603185904,Apple,2020,2,5,0.00815443537519478,True,False,False,False,False,False,False,False
2020-02-06,0.1193127478982579,0.11962529608726967,0.12250605812662264,0.12025859327448497,0.12157035619430016,0.15552663799030414,Apple,2020,2,6,0.01169698700780386,True,False,False,False,False,False,False,False
2020-02-07,0.11919876783974216,0.11859034641399259,0.12121627487333465,0.11730910100118276,0.11914087714883774,0.17398075493211507,Apple,2020,2,7,-0.013592662375627729,True,False,False,False,False,False,False,False
2020-02-10,0.11453156791544135,0.11753833789352357,0.11884788128922434,0.11817458404950641,0.11997824418312246,0.16143272618991525,Apple,2020,2,10,0.004749533304809761,True,False,False,False,False,False,False,False
2020-02-11,0.11989970867869192,0.11887467210309972,0.12162146563961619,0.11706994499511776,0.11890944552520467,0.13881279377452058,Apple,2020,2,11,-0.00603355345246237,True,False,False,False,False,False,False,False
2020-02-12,0.11868589235825185,0.12076259884369824,0.12319659793716621,0.12139171279780776,0.12309081979511476,0.1680289017750029,Apple,2020,2,12,0.023747865642430144,True,False,False,False,False,False,False,False
2020-02-13,0.12023592724312353,0.12019394746548397,0.12426951313020328,0.12006499906802053,0.12180726600078058,0.13945169666805518,Apple,2020,2,13,-0.0071207642267162585,True,False,False,False,False,False,False,False
2020-02-14,0.1205493463176689,0.12005747668794865,0.12398416408594122,0.12011056086762108,0.1218512988395662,0.11742128916573343,Apple,2020,2,14,0.00024603267483858104,True,False,False,False,False,False,False,False
2020-02-18,0.11520400504430454,0.116514772354283,0.11928159999340267,0.1167226188126556,0.11857342726878876,0.22644064397919078,Apple,2020,2,18,-0.018310541972812566,True,False,False,False,False,False,False,False
2020-02-19,0.11784818936181542,0.11925567616220296,0.12235767105038285,0.11935324799569459,0.12111858756339992,0.13830215319608763,Apple,2020,2,19,0.014482724779552925,True,False,False,False,False,False,False,False
2020-02-20,0.11934693843762957,0.11930116063676043,0.12133611659535413,0.11746283297718048,0.1192896175897435,0.14821086866556157,Apple,2020,2,20,-0.01025881168772691,True,False,False,False,False,False,False,False
2020-02-21,0.11706177217443649,0.11691283526057815,0.11693603920940392,0.11333467675769011,0.11529557297934524,0.19185016432480054,Apple,2020,2,21,-0.02263506518970071,True,False,False,False,False,False,False,False
2020-02-24,0.10488945321249464,0.10766086623055947,0.1047972971363728,0.10486768878157847,0.10710365042515925,0.3313146571158412,Apple,2020,2,24,-0.04750047171498739,True,False,False,False,False,False,False,False
2020-02-25,0.10699225833842867,0.10672259492727847,0.10302812957868339,0.09911673664183794,0.10153959662964564,0.34407826289469073,Apple,2020,2,25,-0.03387182802395661,True,False,False,False,False,False,False,False
2020-02-26,0.09877479002143717,0.1040783694893546,0.10323928508482556,0.10171890273267796,0.10405717591534712,0.29497306566654174,Apple,2020,2,26,0.015863379931553734,True,False,False,False,False,False,False,False
2020-02-27,0.09568042447189422,0.09732278833955081,0.0955120280896387,0.09082626154152433,0.09351843093575822,0.47946425493369577,Apple,2020,2,27,-0.06536814480691477,True,False,False,False,False,False,False,False
2020-02-28,0.08209483278256739,0.09300672646136794,0.0860441488909827,0.09073515531905839,0.09343027885151746,0.6388955169460562,Apple,2020,2,28,-0.0005850180557376294,True,False,False,False,False,False,False,False
2020-03-03,0.10854229322330032,0.10755851314740798,0.10283978945632928,0.09982280552176516,0.10222269319617554,0.4777631232897417,Apple,2020,3,3,-0.03175917428351449,True,False,False,False,False,False,False,False
2020-03-04,0.1044221593198615,0.10721731884970685,0.1070230161983521,0.10746415530328464,0.10961576880934727,0.32677308725435394,Apple,2020,3,4,0.04638445185653506,True,False,False,False,False,False,False,False
2020-03-05,0.10389787539797045,0.10502800757280926,0.1060414147894377,0.10187265208541087,0.10420595091892067,0.27919318788607594,Apple,2020,3,5,-0.03243684821978854,True,False,False,False,False,False,False,False
2020-03-06,0.09619329995338453,0.10006369214747078,0.10023171242818003,0.09965767440749972,0.10206294454557337,0.3373086622074938,Apple,2020,3,6,-0.013280063295206035,True,False,False,False,False,False,False,False
2020-03-10,0.09342376191878769,0.09757299633427415,0.09346322404179598,0.09755658385185474,0.10003008939452575,0.42629922423880756,Apple,2020,3,10,0.07202169643145462,True,False,False,False,False,False,False,False
